GC,GL1,GL2,GLinf,GMaxE,GMinE,LMaxL1,LMaxL2,LMaxLm,LMinL1,LMinL2,LMinLm,H12T,H1T,H12S,H1S
-0.0006528451577979316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005379913775636874,0.006784041605323003,0.033345489652004345,0.0287847281871203,0.0022197345119737938,0.005930773380106738,0.00801355434351126,0.033345489652004345,0.005537345772732035,0.006547103455904856,0.02658364175629746,0.07711015786875468,0.07740800777081801,0.13002021675330444,0.13056166786076118
-8.729121991323442e-16,0.0637392537573804,0.07416993939621133,0.14765432567476297,0.015094573092083063,0.06413740898574724,0.06639282301819736,0.07740473337035564,0.14246594066937068,0.0706850609239162,0.081686503312895,0.14765432567476297,0.832440995908057,0.8357387101112617,0.8001405651979512,0.8037394796320495
-1.9952278837310725e-15,0.09840253523627382,0.11479893645467532,0.22376991682479605,0.011081777614031951,0.10885194169028158,0.10270474998934752,0.11981471997460894,0.22320334467143765,0.10688025904893585,0.12388750457236573,0.22376991682479605,1.2409825063368551,1.2462810184084596,1.1694570200065726,1.175056064347609
-3.1175435683298007e-15,0.11953557124065044,0.13991998766182956,0.2749823436968565,0.03644696961196914,0.14009908695059003,0.1248808754488425,0.14598990057589403,0.2749823436968565,0.12839727102010512,0.14931702592704765,0.2597156234692519,1.468195288906956,1.4748474528966942,1.3789251106608447,1.3858866183116119
-3.990455767462145e-15,0.13412427537353416,0.15736941064084548,0.31191972219926,0.059489233529658625,0.16112560038951249,0.14025511585927314,0.16419405444520624,0.31191972219926,0.14319492775962672,0.16698705400549888,0.2773757242055105,1.6101829025791605,1.617854786797535,1.512114764372425,1.5201066617338894
-5.237473194794065e-15,0.1449753103419246,0.17050991421076367,0.33999410285169096,0.07786057383987843,0.18005251130538286,0.1517570173642214,0.177819343496228,0.33999410285169096,0.15447780919250884,0.18048594089238376,0.28623236155911014,1.7073323577168578,1.715825576960306,1.6045549433709339,1.6133787300022144
-5.9856836511932176e-15,0.15360310631284924,0.18096459840802076,0.3621365019291063,0.09171134564113681,0.1963404028159977,0.16090522183953632,0.18867494967938736,0.3621365019291063,0.1636799596274808,0.1913696585179291,0.3032448433609146,1.7785155415314624,1.7876984413893542,1.6730393129027423,1.682562745194299
-6.73389410759237e-15,0.16084122228033798,0.1895989922029062,0.3799783449132921,0.10353359275544949,0.20893062753823446,0.16849345288953108,0.1975977319272834,0.3799783449132921,0.17142011106174157,0.20044896597108028,0.3210866863451004,1.833362898929959,1.843140606957923,1.7262453155826065,1.7363728658469346
-7.606806306724714e-15,0.1670928470058401,0.19691727403567144,0.39454151335478116,0.11377716761111356,0.22118758265047062,0.17498544611470965,0.2051193759403852,0.39454151335478116,0.1780828170478816,0.2082062457115083,0.3356498547865895,1.8771968066331057,1.8874968248045265,1.7690301591209872,1.779688716899665
-8.853823734056634e-15,0.1725520746921124,0.20323658651722606,0.40653004737714604,0.12278419683800124,0.2328995753443415,0.1806455270209779,0.21152352167067884,0.40653004737714604,0.18399207963480885,0.21493804661237476,0.34763838880895437,1.9131785890078474,1.9239431965464133,1.8043145001497725,1.8154457978064438
-9.602034190455786e-15,0.17740806203689408,0.2087697717514407,0.41646204603451387,0.12997646239533334,0.24396833149288752,0.18560626705941027,0.21704536336677924,0.41646204603451387,0.1892253425743347,0.2208671758149616,0.3575703874663222,1.9433097508964114,1.9544916488760504,1.8339683406331997,1.845524596055867
-1.0599648132321323e-14,0.18175149339210422,0.2136674551633011,0.4247346153869176,0.13565231770026298,0.2543619109905182,0.19000143754967383,0.22186635684771452,0.4247346153869176,0.1939246679572521,0.2261599476921736,0.3658429568187259,1.9689293325675656,1.9804889542839976,1.8592550979711202,1.8711963169526227
-1.1597262074186859e-14,0.1856714632247535,0.2180408615173758,0.43165937843651947,0.14100070758824113,0.2640858708367589,0.19397631220634712,0.22614269653446784,0.43165937843651947,0.19817080433458367,0.23093064535864605,0.3727677198683278,1.9909758742251105,2.0028796142149137,1.8810676989235544,1.8933598957132927
-1.2470174273319203e-14,0.18925136415996982,0.22197493171131938,0.43748416040731075,0.14608148156240652,0.27316609811134646,0.19762168735998145,0.22997642410692143,0.43748416040731075,0.20203136532159577,0.23526048155995227,0.3785925018391191,2.0101331114737544,2.0223520950001266,1.9000611196310226,1.9126750790137599
-1.3343086472451547e-14,0.1925222699356998,0.2255362775549899,0.44240757661370333,0.15071933482492983,0.28163874397742106,0.20093513573112073,0.2334351559078667,0.44240757661370333,0.20553518745388225,0.23921411865686298,0.38442477999893115,2.0269151827844896,2.039424372389337,1.9167306093116023,1.9296409870569422
-1.4465402157050277e-14,0.1955303381869491,0.2287782441069696,0.44658956681926887,0.1547422933069562,0.2895443772097698,0.2039834945029903,0.2365675960675318,0.44658956681926887,0.20877615293638718,0.24284254956822382,0.39086014346633086,2.0417188114396576,2.054496334862449,1.9314600136876785,1.9446446595336004
-1.533831435618262e-14,0.1982886175227706,0.2317442724469251,0.45015935507505767,0.1586880631961629,0.2969246223315634,0.20679733457322053,0.23942630992226582,0.45015935507505767,0.2117505587133016,0.24617754503029254,0.39664098144076865,2.0548566291922827,2.0678832593614715,1.9445528861658428,1.9579923198245972
-1.6460630040781348e-14,0.20083678530274704,0.23447021928592643,0.45322162547549216,0.16256196793899502,0.3038202598276743,0.20940662189912215,0.24205672608500686,0.45322162547549216,0.21447802783918957,0.24925443504440004,0.4018650299252126,2.0665792754594934,2.079838019051165,1.956253273602262,1.9699302700793981
