GC,GL1,GL2,GLinf,GMaxE,GMinE,LMaxL1,LMaxL2,LMaxLm,LMinL1,LMinL2,LMinLm,H12T,H1T,H12S,H1S
-6.905221108345705e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1030064903613834e-17,4.3012698448596405e-07,4.672329545737831e-07,7.961462945634282e-07,4.649849985693181e-08,-4.6498500124185914e-08,2.2324638195536324e-07,3.35033986369865e-07,3.980731472817142e-07,-2.2324638195861045e-07,3.350339863709611e-07,0.0,9.607162629519946e-06,9.618517579330213e-06,0.0015217311394956014,0.0015220045020475465
-5.286863199996077e-17,8.73033026845102e-05,9.339619199553313e-05,0.0001032121973817545,0.0,0.0,3.684720659187859e-05,5.966932199085999e-05,5.1606098690543205e-05,-3.684720659190219e-05,5.966932199094337e-05,0.0,0.0004657712979692373,0.00047504289352774714,0.0016193182774045807,0.0016229326932918075
-7.032738808180502e-17,0.00018413515938451997,0.00019683818139514892,0.00021789754044311443,0.0,0.0,7.767926591657613e-05,0.00012570664279800352,0.00010894877022088913,-7.767926591663494e-05,0.00012570664279818784,0.0,0.0009533888678422634,0.0009734965860137889,0.0018502569485028947,0.001862149768847571
-1.03741419909333e-16,0.00028084463778199685,0.00030006981040784866,0.00033162030141747396,0.0,0.0,0.00011845657253105499,0.00019159139327269502,0.00016581015070833615,-0.00011845657253112943,0.00019159139327292108,0.0,0.0014281575787890328,0.0014593409337679646,0.002161581878539973,0.002184101535355092
-1.602224360176636e-16,0.00037745638185577863,0.00040315489558547316,0.00044436093178862844,0.0,0.0,0.0001591895166288077,0.00025736833023885374,0.0002221804658932453,-0.00015918951662891693,0.00025736833023917396,0.0,0.001895414632713457,0.0019378159096619114,0.00251991203978649,0.0025539642022622956
-1.9665423029535192e-16,0.00047398645394159067,0.0005061261595826533,0.0005561581454178484,0.0,0.0,0.0001998846932160507,0.0003230605468224941,0.00027807907270772166,-0.00019988469321618682,0.0003230605468228959,0.0,0.0023576319260093345,0.002411346509308102,0.0029061699568432666,0.0029520596664004426
-1.8855735555724046e-16,0.0005704386655793419,0.0006090027428084549,0.0006670694908205811,0.0,0.0,0.0002405432649604643,0.0003886818797756511,0.0003335347454088876,-0.00024054326496062656,0.000388681879776131,0.0,0.0028161268398626937,0.002881224517274428,0.0033095720218803055,0.003367380411029029
-2.4609074175784847e-16,0.0006668244886337068,0.0007117970515281109,0.0007771579210688148,0.0,0.0,0.0002811706152373662,0.000454241588503336,0.00038857896053253675,-0.00028117061523757044,0.0004542415885039167,0.0,0.003271679598670533,0.0033482148137359844,0.0037238531112910454,0.003793582942201522
-3.2592626082011403e-16,0.0007631583333515329,0.0008145177605673187,0.0008864849849762938,0.0,0.0,0.00032177379643875845,0.0005197463536379329,0.0004432424924860758,-0.0003217737964390073,0.0005197463536386238,0.0,0.0037247924238966315,0.003812809696719381,0.004145229542640279,0.004226859416922625
-3.588924696139368e-16,0.0008594348358465879,0.0009171712845157164,0.000995918115599088,0.0,0.0,0.0003623500736061545,0.0005852012512695345,0.0004979590577984083,-0.0003623500736064289,0.0005852012512702888,0.0,0.004175810500251271,0.004275347529634167,0.0045713250048886695,0.004664829188573651
-4.0784563400409146e-16,0.0009556557968943549,0.0010197625727184287,0.0011080173056197166,0.0,0.0,0.00040290032165424163,0.0006506102728836181,0.0005540086528089231,-0.0004029003216545514,0.0006506102728844769,0.0,0.004624983783318994,0.004736073341987113,0.005000592748270318,0.005105948031235483
-4.804754610863436e-16,0.0010518405444236649,0.0011222955746347458,0.0012198405540112733,0.0,0.0,0.00044343417458328607,0.0007159766372731978,0.000609920277004501,-0.00044343417458362814,0.0007159766372741515,0.0,0.005072501100257205,0.005195172255946409,0.005431993995383483,0.0055491816390799325
-4.787749090114913e-16,0.0011479903209454271,0.0012247735296686089,0.001331379481170168,0.0,0.0,0.00048395222813783827,0.0007813029931494582,0.0006656897405835475,-0.00048395222813820056,0.0007813029931504834,0.0,0.005518510192317572,0.005652789129420081,0.00586481219563876,0.005993818056933602
-5.382748628838494e-16,0.0012441200566369105,0.0013271991564127563,0.001442630521442765,0.0,0.0,0.000524461899667215,0.0008465915535882982,0.0007213152607198459,-0.0005244618996676115,0.0008465915535894201,0.0,0.005963130112705916,0.006109040705531665,0.0062985417987901715,0.006439355833111721
-6.041500134724514e-16,0.001340212445326375,0.001429574780815706,0.0015535931606781822,0.0,0.0,0.0005649544988709629,0.0009118442009920025,0.0007767965803372205,-0.0005649544988714006,0.0009118442009932351,0.0,0.006406459219539179,0.006564023444927876,0.006732819373634624,0.006885434985481112
-6.264531715498667e-16,0.0014362678538845587,0.0015319024255729997,0.0016642688319294234,0.0,0.0,0.0006054301516091339,0.00097706255704827,0.0008321344159621062,-0.0006054301516095919,0.0009770625570495505,0.0,0.006848580507679654,0.007017818750270353,0.007167379619936476,0.007331793035707225
-6.697711650707901e-16,0.0015322862464864661,0.0016341838740371436,0.0017746602119047615,0.0,0.0,0.0006458887761183567,0.0010422480340127557,0.0008873301059500426,-0.0006458887761188428,0.001042248034014104,0.0,0.007289565269876213,0.007470496553640094,0.007602026486087246,0.007778236206357375
-6.944132896481729e-16,0.0016282682572196679,0.001736420716917411,0.0018847707658711684,0.0,0.0,0.0006863306211286161,0.0011074018746813931,0.0009423853829336469,-0.0006863306211291469,0.001107401874682841,0.0,0.0077294756753722325,0.007922117843248167,0.008036613725509307,0.008224620067254636
-7.354117963118658e-16,0.0017242232054357138,0.0018386143870893188,0.0019946044493913046,0.0,0.0,0.0007267602696105092,0.0011725251829477906,0.0009973022246934477,-0.0007267602696110679,0.0011725251829493096,0.0,0.008168366628237564,0.008372736484430699,0.008471031511004494,0.008670836233016916
-7.618409251172587e-16,0.0018201495913562978,0.001940766186026324,0.002104165510782034,0.0,0.0,0.0007671769025327976,0.0012376189475655263,0.0010520827553882782,-0.0007671769025333862,0.0012376189475671335,0.0,0.00860628713536409,0.008822400560230568,0.008905197033395172,0.0091168030329167
-8.294898695559748e-16,0.001916060216000061,0.0020428773042229925,0.00221345835929325,0.0,0.0,0.0008075868428715431,0.0013026840589146751,0.0011067291796436854,-0.0008075868428721678,0.0013026840589163797,0.0,0.009043281333778902,0.009271153378193207,0.009339047779515997,0.009562458847699485
-8.663064155785623e-16,0.002011947605986213,0.002144948837238308,0.002322487476785635,0.0,0.0,0.000847986292872612,0.0013677213270762716,0.0011612437383898113,-0.0008479862928732736,0.0013677213270780729,0.0,0.009479389276798963,0.009719034240883256,0.009772536648753908,0.010007757273865058
-9.022800944619508e-16,0.0021078079410122956,0.0022469817984947116,0.0024312573585532856,0.0,0.0,0.0008883732764522172,0.0014327314941399716,0.0012156286792729685,-0.0008883732764529048,0.0014327314941418533,0.0,0.009914647546450352,0.010166079046176089,0.010205628354474326,0.010452663563510056
-9.459275275448107e-16,0.0022036421689040878,0.002348977129639458,0.00253977247386023,0.0,0.0,0.0009287481463440046,0.0014977152425456938,0.0012698862369265077,-0.0009287481463447243,0.001497715242547649,0.0,0.01034908973862205,0.010612320762850198,0.010638296738422542,0.01089715196953259
-9.6597114160036e-16,0.002299448581077988,0.002450935709045373,0.002648037239952055,0.0,0.0,0.0009691118191551277,0.0015626779178087088,0.001324018619972487,-0.0009691118191558726,0.001562677917810735,0.0,0.010782746853463875,0.011057789813328833,0.01107052274363893,0.011341203743228183
-1.0258660164994904e-15,0.0023952274603866084,0.002552858358872785,0.0027560560052762636,0.0,0.0,0.0010094627882013833,0.0016276158596888522,0.0013780280026341903,-0.0010094627882021585,0.001627615859690958,0.0,0.011215647614125298,0.011502514386198402,0.011502292868856488,0.011784805608480291
-1.0459772933213422e-15,0.0024909794112745764,0.0026547458510027756,0.0028638330390594272,0.0,0.0,0.0010498011658827602,0.00169252926975431,0.001431916519525772,-0.0010498011658835536,0.001692529269756462,0.0,0.01164781873046303,0.011946520694794021,0.01193359797929402,0.012227948588456113
-1.0851670464029891e-15,0.00258670500575376,0.0027565989120739024,0.0029713725252515874,0.0,0.0,0.0010901271842833852,0.0017574186487673941,0.0014856862626218522,-0.0010901271842842014,0.0017574186487696126,0.0,0.012079285119863625,0.01238983319375228,0.0123644323842169,0.012670627095974713
-1.1289290741652725e-15,0.0026824102757758103,0.002858418227797157,0.0030786785594651817,0.0,0.0,0.0011304438058367592,0.001822284467383506,0.001539339279728382,-0.0011304438058376107,0.0018222844673858117,0.0,0.012510070094164015,0.012832474762332473,0.012794793116202088,0.01311283822311397
-1.1862353169359185e-15,0.002778115468487436,0.0029602044466834057,0.003185755147943064,0.0,0.0,0.0011707610952646503,0.0018871271676188402,0.0015928775739672562,-0.0011707610952655352,0.001887127167621226,0.0,0.012940195519411373,0.013274466861111911,0.013224679364322629,0.013554581182769252
-1.2001920425522545e-15,0.0028737966901521647,0.0030619581832874096,0.0032926062079107364,0.0,0.0,0.0012110670797542485,0.0019519471682524674,0.0016463031039508256,-0.0012110670797551787,0.0019519471682549587,0.0,0.013369681953585046,0.013715829667075134,0.013654092025771605,0.013995856867076972
-1.2417591647564069e-15,0.0029694543716597315,0.0031636800210501233,0.0033992355688193276,0.0,0.0,0.0012513619363950022,0.002016744867296772,0.0016996177844050542,-0.001251361936395962,0.00201674486729935,0.0,0.013798548766224529,0.0141565821909622,0.01408303334932018,0.014436667496408732
-1.2846490439824064e-15,0.0030650905876078304,0.00326537051480324,0.0035056469741684966,0.0,0.0,0.0012916466666675862,0.0020815206430299118,0.0017528234870796387,-0.0012916466666685806,0.0020815206430325715,0.0,0.014226814243037596,0.014596742379888871,0.014511506650476673,0.01487701633904935
-1.3459282951354262e-15,0.003160704939097584,0.0033670301929881854,0.0036132749616585537,0.0,0.0,0.0013319210400327766,0.0021462748557569303,0.001806637480825402,-0.0013319210400338235,0.0021462748557597076,0.0,0.014654495677918173,0.015036327207620099,0.014939516082985405,0.015316907486393461
-1.3986919309724909e-15,0.003256297069966757,0.0034686595596320016,0.0037223562438592024,0.0,0.0,0.001372184850410239,0.002211007849341595,0.001861178121925259,-0.0013721848504113156,0.0022110078493444486,0.0,0.015081609454316212,0.015475352754401001,0.015367066454854948,0.01575634567200656
-1.434479100761294e-15,0.0033518673406659444,0.0035702590961135807,0.003831303366705765,0.0,0.0,0.0014124382525400382,0.002275719952549033,0.0019156516833486739,-0.0014124382525411414,0.002275719952551968,0.0,0.015508171117525725,0.015913834277880387,0.01579416307976717,0.016195336125526465
-1.4374374881913934e-15,0.003447416096605606,0.003671829262749413,0.003940116297652506,0.0,0.0,0.0014526813963918314,0.0023404114802248804,0.001970058148822245,-0.0014526813963929557,0.0023404114802278867,0.0,0.015934195439175812,0.01635178627638688,0.01622081165674166,0.016633884454380053
